Date,US,JP
2023-01-31,4076.60009765625,27327.109375
2023-02-28,3970.14990234375,27445.560546875
2023-03-31,4109.31005859375,28041.48046875
2023-04-30,4169.47998046875,28856.439453125
2023-05-31,4179.830078125,30887.880859375
2023-06-30,4450.3798828125,33189.0390625
2023-07-31,4588.9599609375,33172.21875
2023-08-31,4507.66015625,32619.33984375
2023-09-30,4288.0498046875,31857.619140625
2023-10-31,4193.7998046875,30858.849609375
2023-11-30,4567.7998046875,33486.890625
2023-12-31,4769.830078125,33464.171875
2024-01-31,4845.64990234375,36286.7109375
2024-02-29,5096.27001953125,39166.19140625
2024-03-31,5254.35009765625,40369.44140625
2024-04-30,5035.68994140625,38405.66015625
2024-05-31,5277.509765625,38487.8984375
2024-06-30,5460.47998046875,39583.078125
2024-07-31,5522.2998046875,39101.8203125
2024-08-31,5648.39990234375,38647.75
2024-09-30,5762.47998046875,37919.55078125
2024-10-31,5705.4501953125,39081.25
2024-11-30,6032.3798828125,38208.03125
2024-12-31,5881.6298828125,39894.5390625
2025-01-31,6040.52978515625,39572.48828125
2025-02-28,5954.5,37155.5
2025-03-31,5611.85009765625,35617.55859375
2025-04-30,5569.06005859375,36045.37890625
2025-05-31,5911.68994140625,37965.1015625
2025-06-30,6204.9501953125,40487.390625
2025-07-31,6339.39013671875,41069.8203125
2025-08-31,6460.259765625,42718.46875
2025-09-30,6688.4599609375,44932.62890625
2025-10-31,6840.2001953125,52411.33984375
2025-11-30,6849.08984375,50253.91015625
2025-12-31,6845.5,50339.48046875
2026-01-31,6939.02978515625,53322.8515625
2026-02-28,6878.8798828125,58850.26953125
2026-03-31,6528.52001953125,51063.71875
2026-04-30,7209.009765625,59284.921875
2026-05-31,7580.06005859375,66329.5
2026-06-30,7499.35986328125,70062.3203125
2026-07-31,7489.72021484375,64362.01953125
2026-08-31,7686.14013671875,66311.9296875
2026-09-30,7743.41015625,66364.203125
